nid,ngram,dm_to_dm, d_to_dm, dm_to_d, d_to_d, ngram_occur_num,total_paper_num, meme_score
9071,reduced defect,0,33,11,28292,13,28325,0.0
9072,reported recently,0,26,10,28299,11,28325,0.0
9073,strongly enhances pl,0,0,1,28325,1,28325,0.0
9074,pl spectrum,4,130,66,28195,77,28325,0.03341168455118378
9075,flow increases crystal,0,0,1,28325,1,28325,0.0
9076,attractive routes,0,0,1,28325,1,28325,0.0
9077,chemical vapor,315,1677,423,26648,852,28325,0.35283759929391
9078,molybdenum hexacarbonyl mo,0,0,1,28325,1,28325,0.0
9079,relation growth,0,1,2,28324,3,28325,0.0
9080,spectrum indicate reduced,0,0,1,28325,1,28325,0.0
9081,size order magnitude,0,0,1,28325,1,28325,0.0
9082,good homogeneity electrical,0,0,1,28325,1,28325,0.0
9083,good homogeneity,0,8,3,28317,4,28325,0.0
9084,raman mode,1,39,7,28286,9,28325,0.021401336527550118
9085,0001 substrates using,0,0,1,28325,1,28325,0.0
9086,width half maxima,0,45,3,28280,3,28325,0.0
9087,atmosphere combined reduced,0,0,1,28325,1,28325,0.0
9088,magnitude strongly,0,0,1,28325,1,28325,0.0
9089,recently relation,0,0,1,28325,1,28325,0.0
9090,molybdenum,153,1059,94,27266,262,28325,0.3746241447811505
9091,strongly enhances,0,5,5,28320,5,28325,0.0
9092,intensity-one important,0,0,1,28325,1,28325,0.0
9093,electrical conductance reported,0,0,1,28325,1,28325,0.0
9094,mev overall,0,0,1,28325,1,28325,0.0
9095,correlation grain,0,0,1,28325,1,28325,0.0
9096,spectrum indicate,0,0,1,28325,1,28325,0.0
9097,mev overall pl,0,0,1,28325,1,28325,0.0
9098,routes large-scale,0,0,1,28325,1,28325,0.0
9099,increases crystal,0,0,2,28325,2,28325,0.0
9100,conductance reported recently,0,0,1,28325,1,28325,0.0
9101,enhances,24,727,217,27598,267,28325,0.03888050173719689
9102,pl spectrum indicate,0,0,1,28325,1,28325,0.0
9103,reduced defect density,0,6,6,28319,7,28325,0.0
9104,applications-has discussed mocvd,0,0,1,28325,1,28325,0.0
9105,intensity-one,0,0,1,28325,1,28325,0.0
9106,mocvd represents,0,0,1,28325,1,28325,0.0
9107,discussed,546,4876,1117,23449,1955,28325,0.16173370319001387
9108,routes large-scale 2d,0,0,1,28325,1,28325,0.0
9109,parameters photoluminescence pl,0,0,1,28325,1,28325,0.0
9110,intensity-one important parameters,0,0,1,28325,1,28325,0.0
9111,prebake,0,0,1,28325,1,28325,0.0
9112,homogeneity,3,115,72,28210,85,28325,0.028699627507591963
9113,di-tert-butyl sulphide,0,0,1,28325,1,28325,0.0
9114,prebake step,0,0,1,28325,1,28325,0.0
9115,attractive routes large-scale,0,0,1,28325,1,28325,0.0
9116,step h-2 atmosphere,0,0,1,28325,1,28325,0.0
9117,raman resonances pl,0,0,1,28325,1,28325,0.0
9118,mode 60 mev,0,0,1,28325,1,28325,0.0
9119,raman resonances,0,0,1,28325,1,28325,0.0
9120,linewidth raman,0,0,1,28325,1,28325,0.0
9121,dioxide,27,325,117,28000,174,28325,0.11800286849073258
9123,flexible ultraviolet photodetectors,0,0,2,28325,2,28325,0.0
9124,porous tin,0,0,1,28325,1,28325,0.0
9126,fabrication porous,0,4,3,28321,4,28325,0.0
9127,tin dioxide,0,12,14,28313,18,28325,0.0
9129,thermal calcination,0,2,1,28323,2,28325,0.0
9130,calcination,9,78,42,28247,59,28325,0.1452932779793621
9131,ultraviolet photodetectors,3,40,23,28285,27,28325,0.07235616494591433
9132,new flexible,1,28,7,28297,9,28325,0.029006633829684252
9133,porous tin dioxide,0,0,1,28325,1,28325,0.0
9134,flexible ultraviolet,1,34,5,28291,6,28325,0.020248085684978892
9135,porous,112,541,156,27784,329,28325,0.41791661646256856
9138,new flexible ultraviolet,0,17,1,28308,1,28325,0.0
9141,porous sno2-based,0,0,1,28325,1,28325,0.0
9142,sno2 samples characterized,0,0,1,28325,1,28325,0.0
9143,flexible device exhibits,0,3,2,28322,2,28325,0.0
9144,365,5,88,49,28237,60,28325,0.06320788994426037
9145,uv-vis drs,1,9,4,28316,6,28325,0.07141344092800403
9146,low-cost,226,2386,427,25939,751,28325,0.15132033959949254
9147,device exhibits linear,0,7,2,28318,2,28325,0.0
9148,behaviors good,0,0,1,28325,1,28325,0.0
9149,sensitivity ultraviolet,0,18,5,28307,5,28325,0.0
9150,using in-situ thermal,0,0,1,28325,1,28325,0.0
9151,result useful,0,2,2,28323,3,28325,0.0
9152,thermal calcination precursors,0,0,1,28325,1,28325,0.0
9153,nm 365,0,3,4,28322,4,28325,0.0
9154,useful creating high,0,0,1,28325,1,28325,0.0
9155,flexible lightweight,0,44,5,28281,6,28325,0.0
9156,creating high,0,2,2,28323,2,28325,0.0
9157,in-situ thermal calcination,0,0,1,28325,1,28325,0.0
9158,using in-situ,0,1,5,28324,5,28325,0.0
9159,nm 365 nm,0,3,4,28322,4,28325,0.0
9160,creating high efficiency,0,0,1,28325,1,28325,0.0
9161,photocurrent behaviors,0,0,1,28325,1,28325,0.0
9162,high efficiency,17,601,198,27724,244,28325,0.03344557875562597
9163,photodetectors high flexible,0,0,1,28325,1,28325,0.0
9164,especially flexible,0,1,5,28324,5,28325,0.0
9165,different calcination times,0,0,1,28325,1,28325,0.0
9166,different calcination temperature,0,0,1,28325,1,28325,0.0
9167,flexible device,2,73,15,28252,17,28325,0.024792379595649904
9168,useful,164,2328,745,25997,1057,28325,0.091259564807148
9169,calcination times,0,0,1,28325,1,28325,0.0
9170,characterized xrd fesem,0,1,3,28324,3,28325,0.0
9171,tem uv-vis drs,1,6,1,28319,2,28325,0.055549671472001565
9172,result useful creating,0,0,1,28325,1,28325,0.0
9173,fabricated pet polyethylene,0,0,1,28325,1,28325,0.0
9174,pet polyethylene terephthalate,0,3,2,28322,2,28325,0.0
9175,especially flexible device,0,0,2,28325,2,28325,0.0
9176,as-synthesized,33,469,111,27856,156,28325,0.0940994950763448
9177,zone,39,506,93,27819,173,28325,0.13562511596210836
9178,calcination conditions,0,0,1,28325,1,28325,0.0
9179,drs fluorescence spectrometry,0,0,1,28325,1,28325,0.0
9180,spectrometry,23,300,125,28025,189,28325,0.11090707007593963
9181,samples characterized,3,40,41,28285,51,28325,0.08076117400528822
9182,fabricated pet,0,50,5,28275,5,28325,0.0
9183,times zone heating,0,0,1,28325,1,28325,0.0
9184,different calcination conditions,0,0,1,28325,1,28325,0.0
9185,low-cost high,0,21,12,28304,12,28325,0.0
9186,calcination conditions including,0,0,1,28325,1,28325,0.0
9187,successfully synthesized using,0,18,8,28307,8,28325,0.0
9188,precursors,69,831,244,27494,349,28325,0.1134819811230997
9189,254,3,66,22,28259,27,28325,0.04685208181434437
9190,polyethylene terephthalate,18,281,68,28044,93,28325,0.0822044372946779
9191,light wavelengths,0,40,11,28285,13,28325,0.0
9192,photocurrent behaviors good,0,0,1,28325,1,28325,0.0
9193,linear photocurrent behaviors,0,0,1,28325,1,28325,0.0
9194,fesem tem,0,5,5,28320,5,28325,0.0
9195,365 nm,4,85,42,28240,52,28325,0.05237319354177254
9196,high flexible lightweight,0,0,1,28325,1,28325,0.0
9197,254 nm 365,0,3,4,28322,4,28325,0.0
9198,creating,10,618,150,27707,182,28325,0.018739369051268117
9199,sno2-based flexible ultraviolet,0,0,1,28325,1,28325,0.0
9200,wavelengths 254,0,1,3,28324,3,28325,0.0
9201,efficiency optoelectronic devices,3,111,42,28214,49,28325,0.028545712619294627
9202,tin dioxide sno2,0,4,8,28321,11,28325,0.0
9203,samples characterized xrd,0,1,5,28324,6,28325,0.0
9204,wavelengths 254 nm,0,1,3,28324,3,28325,0.0
9205,ultraviolet light wavelengths,0,0,1,28325,1,28325,0.0
9206,photodetectors high,1,89,18,28236,22,28325,0.011352590001809082
9207,behaviors good sensitivity,0,0,1,28325,1,28325,0.0
9208,sno2 successfully,0,1,2,28324,2,28325,0.0
9209,calcination temperature,0,11,14,28314,15,28325,0.0
9210,efficiency optoelectronic,3,121,53,28204,62,28325,0.02667412684402976
9211,times zone,0,0,1,28325,1,28325,0.0
9212,high efficiency optoelectronic,0,16,11,28309,11,28325,0.0
9213,fesem tem uv-vis,0,0,1,28325,1,28325,0.0
9214,dioxide sno2 successfully,0,0,1,28325,1,28325,0.0
9215,including different,0,13,6,28312,6,28325,0.0
9216,terephthalate substrate,0,10,12,28315,15,28325,0.0
9217,sno2-based,0,8,6,28317,7,28325,0.0
9218,good sensitivity ultraviolet,0,0,1,28325,1,28325,0.0
9219,flexible photodetectors,13,231,19,28094,32,28325,0.08015762211702193
9220,temperature different,0,9,16,28316,17,28325,0.0
9221,conditions including different,0,0,2,28325,2,28325,0.0
9222,sno2,98,409,69,27916,196,28325,0.6382375836791899
9223,ultraviolet photodetectors high,0,0,1,28325,1,28325,0.0
9224,precursors different,0,2,3,28323,3,28325,0.0
9225,including different calcination,0,0,1,28325,1,28325,0.0
9226,uv-vis drs fluorescence,0,0,1,28325,1,28325,0.0
9227,fluorescence spectrometry,0,1,1,28324,2,28325,0.0
9228,polyethylene,25,367,104,27958,140,28325,0.08727006984878323
9229,linear photocurrent,3,36,3,28289,6,28325,0.0768334578043316
9230,different calcination,0,9,6,28316,7,28325,0.0
9231,tem uv-vis,1,9,7,28316,8,28325,0.06665254486613709
9232,sno2 successfully synthesized,0,0,1,28325,1,28325,0.0
9233,high flexible,1,7,1,28318,2,28325,0.04999293909973522
9234,light wavelengths 254,0,0,1,28325,1,28325,0.0
9235,as-synthesized sno2 samples,0,0,1,28325,1,28325,0.0
9236,photodetectors fabricated pet,0,1,2,28324,2,28325,0.0
9237,sensitivity ultraviolet light,0,5,2,28320,2,28325,0.0
9238,dioxide sno2,0,4,8,28321,11,28325,0.0
9239,as-synthesized sno2,0,28,3,28297,4,28325,0.0
9240,drs,3,17,11,28308,18,28325,0.19276182070356826
9241,low-cost high stability,0,0,1,28325,1,28325,0.0
9242,polyethylene terephthalate substrate,0,7,11,28318,14,28325,0.0
9243,sno2-based flexible,0,0,1,28325,1,28325,0.0
9244,calcination times zone,0,0,1,28325,1,28325,0.0
9245,exhibits linear,0,15,11,28310,11,28325,0.0
9246,lightweight low-cost,0,0,2,28325,2,28325,0.0
9247,useful creating,0,8,3,28317,4,28325,0.0
9248,zone heating,0,0,1,28325,1,28325,0.0
9249,xrd fesem tem,0,5,2,28320,2,28325,0.0
9250,lightweight,1,200,48,28125,57,28325,0.005467358809488431
9251,in-situ thermal,0,0,1,28325,1,28325,0.0
9252,terephthalate,21,343,90,27982,120,28325,0.07737432728154846
9253,calcination precursors,0,0,1,28325,1,28325,0.0
9254,heating,26,453,173,27872,237,28325,0.07555951141695208
9255,sno2 samples,0,1,2,28324,2,28325,0.0
9256,porous sno2-based flexible,0,0,1,28325,1,28325,0.0
9257,pet,20,353,97,27972,129,28325,0.0715764054860815
9258,flexible lightweight low-cost,0,0,2,28325,2,28325,0.0
9259,characterized xrd,2,40,33,28285,41,28325,0.05290238122931733
9260,conditions including,0,18,10,28307,13,28325,0.0
9261,especially,119,2115,535,26210,740,28325,0.07151831251297427
9262,calcination precursors different,0,0,1,28325,1,28325,0.0
9263,254 nm,3,41,19,28284,24,28325,0.07428037901278693
9264,photodetectors fabricated,7,161,44,28164,55,28325,0.049669489774839905
9265,good sensitivity,3,84,12,28241,15,28325,0.034384149496302155
9266,xrd fesem,0,11,8,28314,9,28325,0.0
9267,device exhibits,5,382,69,27943,82,28325,0.014592858352787744
9268,synthesized using in-situ,0,0,1,28325,1,28325,0.0
9269,calcination temperature different,0,0,1,28325,1,28325,0.0
9270,pet polyethylene,0,4,3,28321,3,28325,0.0
9271,precursors different calcination,0,0,1,28325,1,28325,0.0
9272,temperature different calcination,0,0,1,28325,1,28325,0.0
9273,lightweight low-cost high,0,0,1,28325,1,28325,0.0
9274,exhibits linear photocurrent,0,4,2,28321,2,28325,0.0
9275,drs fluorescence,0,0,1,28325,1,28325,0.0
9276,flexible photodetectors fabricated,0,2,3,28323,3,28325,0.0
9279,acentric organic,0,1,0,28324,1,28325,0.0
9280,organic crystal,1,8,5,28317,6,28325,0.06816978255636685
9284,l-serine,1,1,0,28324,2,28325,0.16667843483377465
9285,growth characterization,0,41,20,28284,23,28325,0.0
9288,acentric,0,5,5,28320,6,28325,0.0
9290,standard kdp,0,1,4,28324,4,28325,0.0
9291,applications nonlinear optics,0,1,2,28324,3,28325,0.0
9292,ls enticing,0,0,1,28325,1,28325,0.0
9293,slow solvent,1,2,2,28323,3,28325,0.12000423654015888
9294,estimate activation energy,0,0,1,28325,1,28325,0.0
9295,corresponds division acentric,0,0,1,28325,1,28325,0.0
9296,stability vickers,0,0,1,28325,1,28325,0.0
9297,significant mechanical,0,4,3,28321,3,28325,0.0
9298,competent l-serine ls,0,0,1,28325,1,28325,0.0
9299,times standard,0,1,4,28324,4,28325,0.0
9300,declared ls enticing,0,0,1,28325,1,28325,0.0
9301,times standard kdp,0,1,4,28324,4,28325,0.0
9302,approach z-scan,0,0,1,28325,1,28325,0.0
9303,kdp,12,29,1,28296,23,28325,2.154270741394528
9304,conductivity employed estimate,0,0,1,28325,1,28325,0.0
9305,analysis single crystal,0,0,2,28325,2,28325,0.0
9306,ft-raman ftir,0,0,1,28325,1,28325,0.0
9307,efficiency shg ls,0,0,1,28325,1,28325,0.0
9308,ls ascertained employing,0,0,1,28325,1,28325,0.0
9309,ls,0,5,4,28320,5,28325,0.0
9310,analysis emphasis electronic,0,0,1,28325,1,28325,0.0
9311,powder x-ray,14,219,87,28106,124,28325,0.08622430727285096
9312,p2 space group,0,0,1,28325,1,28325,0.0
9313,microhardness,3,11,6,28314,14,28325,0.3332391879964695
9314,urbach energy,12,68,44,28257,60,28325,0.21526753051784256
9315,groups ls,0,0,1,28325,1,28325,0.0
9316,fluorescence analysis emphasis,0,0,1,28325,1,28325,0.0
9317,establish crystalline perfection,0,0,1,28325,1,28325,0.0
9318,grown-up,1,1,1,28324,2,28325,0.12500882612533099
9319,estimate,14,519,131,27806,183,28325,0.03595996642771473
9320,molecule discovered,0,0,1,28325,1,28325,0.0
9321,exquisite resistance powerful,0,0,1,28325,1,28325,0.0
9322,0.84,0,13,14,28312,14,28325,0.0
9323,shg ls examined,0,0,1,28325,1,28325,0.0
9324,examination executed,0,0,1,28325,1,28325,0.0
9325,ls enticing applicant,0,0,1,28325,1,28325,0.0
9326,damage threshold signify,0,0,1,28325,1,28325,0.0
9327,threshold signify,0,0,1,28325,1,28325,0.0
9328,results procured,0,0,1,28325,1,28325,0.0
9329,applications nonlinear,0,8,7,28317,9,28325,0.0
9330,powerful laser,0,0,1,28325,1,28325,0.0
9331,ls examined 0.84,0,0,1,28325,1,28325,0.0
9332,profile,19,436,193,27889,254,28325,0.055230180679332226
9333,absorption self-defocusing,0,0,2,28325,2,28325,0.0
9334,ascertained employing,0,0,1,28325,1,28325,0.0
9335,ls molecule discovered,0,0,1,28325,1,28325,0.0
9336,ls molecule,0,0,1,28325,1,28325,0.0
9337,activation,52,671,205,27654,310,28325,0.11227342131522362
9338,vickers microhardness examination,0,0,1,28325,1,28325,0.0
9339,life,12,268,91,28057,119,28325,0.05553270277965779
9340,means urbach,0,0,1,28325,1,28325,0.0
9341,ls examined,0,0,1,28325,1,28325,0.0
9342,constant establish crystalline,0,0,1,28325,1,28325,0.0
9343,checked,0,20,18,28305,21,28325,0.0
9344,ascertained,0,24,7,28301,14,28325,0.0
9345,order nonlinearity checked,0,0,1,28325,1,28325,0.0
9346,absorption self-defocusing effect,0,0,1,28325,1,28325,0.0
9347,division acentric,0,0,1,28325,1,28325,0.0
9348,kurtz-perry,0,0,1,28325,1,28325,0.0
9349,efficiently method slow,0,0,1,28325,1,28325,0.0
9350,emphasis,19,1047,197,27278,242,28325,0.021088225612575128
9351,shg,13,52,29,28273,55,28325,0.4055472197705207
9352,crystal powder,0,10,5,28315,6,28325,0.0
9353,enticing applicant practicable,0,0,1,28325,1,28325,0.0
9354,ac conductivity employed,0,0,1,28325,1,28325,0.0
9355,findings laser,0,0,1,28325,1,28325,0.0
9356,means urbach energy,0,0,1,28325,1,28325,0.0
9357,current work,0,27,25,28298,30,28325,0.0
9358,ls exhibit photon,0,0,1,28325,1,28325,0.0
9359,assessed,45,428,131,27897,215,28325,0.1650073121103077
9360,signify,0,13,10,28312,10,28325,0.0
9361,applicant practicable applications,0,0,1,28325,1,28325,0.0
9362,photon,96,1300,376,27025,551,28325,0.10220760175537086
9363,resistance powerful,0,0,1,28325,1,28325,0.0
9364,laser radiation,2,29,15,28296,19,28325,0.06591166519564577
9365,transmittance,510,1422,397,26903,1060,28325,0.9009079202861523
9366,nonlinearity checked approach,0,0,1,28325,1,28325,0.0
9367,affirmed ls,0,0,1,28325,1,28325,0.0
9368,category grown-up harvested,0,0,1,28325,1,28325,0.0
9369,work declared,0,0,1,28325,1,28325,0.0
9370,resistance powerful laser,0,0,1,28325,1,28325,0.0
9371,parameters assessed,0,2,3,28323,4,28325,0.0
9372,ls single crystal,0,0,1,28325,1,28325,0.0
9373,corresponds,5,403,103,27922,125,28325,0.01431763813247096
9374,dielectric ac conductivity,0,0,1,28325,1,28325,0.0
9375,mechanical stability vickers,0,0,1,28325,1,28325,0.0
9376,perfection means,0,0,1,28325,1,28325,0.0
9377,work declared ls,0,0,1,28325,1,28325,0.0
9378,p2 space,0,0,1,28325,1,28325,0.0
9379,proclaim,0,0,1,28325,1,28325,0.0
9380,uv-visible profile,0,0,1,28325,1,28325,0.0
9381,investigations dielectric,0,0,1,28325,1,28325,0.0
9382,enticing,0,0,1,28325,1,28325,0.0
9383,life time,0,28,17,28297,22,28325,0.0
9384,division,14,155,65,28170,94,28325,0.12182966958220158
9385,results procured current,0,0,1,28325,1,28325,0.0
9386,method slow solvent,0,0,1,28325,1,28325,0.0
9387,stability vickers microhardness,0,0,1,28325,1,28325,0.0
9388,substantial,26,1366,221,26959,275,28325,0.022194060274616557
9389,exquisite,1,83,10,28242,12,28325,0.010703137458612736
9390,excitation life time,0,0,1,28325,1,28325,0.0
9391,declared,0,0,1,28325,1,28325,0.0
9392,examination executed significant,0,0,1,28325,1,28325,0.0
9393,organic competent l-serine,0,0,1,28325,1,28325,0.0
9394,competent,0,3,5,28322,5,28325,0.0
9395,ac conductivity,2,36,15,28289,17,28325,0.04837662158050507
9396,shg ls,0,0,1,28325,1,28325,0.0
9397,examined 0.84,0,0,1,28325,1,28325,0.0
9398,applicant practicable,0,0,1,28325,1,28325,0.0
9399,approach z-scan affirmed,0,0,1,28325,1,28325,0.0
9400,p2,28,217,69,28108,102,28325,0.17894081146861374
9401,procured,0,0,1,28325,1,28325,0.0
9402,life time computed,0,0,1,28325,1,28325,0.0
9403,transmittance spectrum,0,16,10,28309,12,28325,0.0
9404,substantial optical constant,0,0,1,28325,1,28325,0.0
9405,structure p2 space,0,0,1,28325,1,28325,0.0
9406,microhardness examination executed,0,0,1,28325,1,28325,0.0
9407,photon absorption,4,76,38,28249,49,28325,0.06035654930381519
9408,0.84 times standard,0,0,1,28325,1,28325,0.0
9409,practicable applications,0,0,1,28325,1,28325,0.0
9410,current work declared,0,0,1,28325,1,28325,0.0
9411,ascertained employing analysis,0,0,1,28325,1,28325,0.0
9412,organic competent,0,0,1,28325,1,28325,0.0
9413,profile utilized proclaim,0,0,1,28325,1,28325,0.0
9414,mechanical parameters assessed,0,0,1,28325,1,28325,0.0
9415,findings laser damage,0,0,1,28325,1,28325,0.0
9416,group crystallinity ls,0,0,1,28325,1,28325,0.0
9417,uv-visible profile utilized,0,0,1,28325,1,28325,0.0
9418,discovered ft-raman,0,0,1,28325,1,28325,0.0
9419,z-scan affirmed,0,0,1,28325,1,28325,0.0
9420,vickers microhardness,2,5,2,28320,7,28325,0.3499752868490733
9421,z-scan affirmed ls,0,0,1,28325,1,28325,0.0
9422,acentric category grown-up,0,0,1,28325,1,28325,0.0
9423,applicant,0,2,3,28323,3,28325,0.0
9424,transmittance spectrum uv-visible,0,0,1,28325,1,28325,0.0
9425,category,0,133,17,28192,21,28325,0.0
9426,single crystal corresponds,0,0,1,28325,1,28325,0.0
9427,evaluate mechanical,0,1,1,28324,2,28325,0.0
9428,groups ls molecule,0,0,1,28325,1,28325,0.0
9429,spectrum uv-visible profile,0,0,1,28325,1,28325,0.0
9430,exhibit photon absorption,0,0,1,28325,1,28325,0.0
9431,molecule discovered ft-raman,0,0,1,28325,1,28325,0.0
9432,signify exquisite,0,0,1,28325,1,28325,0.0
9433,proclaim substantial,0,0,1,28325,1,28325,0.0
9434,threshold signify exquisite,0,0,1,28325,1,28325,0.0
9435,utilized proclaim,0,0,1,28325,1,28325,0.0
9436,executed significant,0,0,1,28325,1,28325,0.0
9437,slow solvent evaporation,1,2,2,28323,3,28325,0.12000423654015888
9438,microhardness examination,0,0,1,28325,1,28325,0.0
9439,significant mechanical parameters,0,0,1,28325,1,28325,0.0
9440,process kurtz-perry,0,0,1,28325,1,28325,0.0
9441,method slow,0,0,1,28325,1,28325,0.0
9442,uv-visible,30,375,204,27950,270,28325,0.10216011651216378
9443,grown-up harvested efficiently,0,0,1,28325,1,28325,0.0
9444,electronic excitation,2,72,21,28253,27,28325,0.02992691968225949
9445,mechanical stability,4,90,45,28235,60,28325,0.053598306902409625
9446,corresponds division,0,0,1,28325,1,28325,0.0
9447,utilized proclaim substantial,0,0,1,28325,1,28325,0.0
9448,existence,17,455,209,27870,264,28325,0.04548469695891006
9449,enticing applicant,0,0,1,28325,1,28325,0.0
9450,perfection means urbach,0,0,1,28325,1,28325,0.0
9451,kurtz-perry efficiency shg,0,0,1,28325,1,28325,0.0
9452,efficiently,30,1146,227,27179,293,28325,0.03191923689534804
9453,optical constant establish,0,0,1,28325,1,28325,0.0
9454,l-serine ls,0,0,1,28325,1,28325,0.0
9455,competent l-serine,0,0,1,28325,1,28325,0.0
9456,powder x-ray diffraction,14,217,80,28108,116,28325,0.08826563060393704
